Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Title
2,0,27.0,0,0,455,26.0,0,Mr
3,0,28.834542532422255,0,0,456,7.8292,2,Mr
3,0,22.0,0,0,457,7.225,1,Mr
3,1,22.0,0,0,458,7.775,0,Miss
1,0,62.0,0,0,459,26.55,0,Mr
1,1,48.0,1,0,460,39.6,1,Noble
1,0,35.38095310337485,0,0,327,227.525,1,Mr
1,1,39.0,1,1,234,79.65,0,Mrs
3,1,36.0,1,0,461,17.4,0,Mrs
3,0,28.834542532422255,0,0,462,7.75,2,Mr
3,0,40.0,0,0,463,7.8958,0,Mr
2,0,28.0,0,0,464,13.5,0,Mr
3,0,28.834542532422255,0,0,465,8.05,0,Mr
3,1,23.493128651101237,0,0,466,8.05,0,Miss
3,0,24.0,2,0,467,24.15,0,Mr
3,0,19.0,0,0,468,7.8958,0,Mr
3,1,29.0,0,4,7,21.075,0,Mrs
3,0,28.834542532422255,0,0,469,7.2292,1,Mr
3,0,32.0,0,0,470,7.8542,0,Mr
2,0,62.0,0,0,471,10.5,0,Mr
1,1,53.0,2,0,472,51.4792,0,Mrs
1,0,36.0,0,0,473,26.3875,0,Mr
3,1,23.493128651101237,0,0,474,7.75,2,Miss
3,0,16.0,0,0,475,8.05,0,Mr
3,0,19.0,0,0,476,14.5,0,Mr
2,1,34.0,0,0,477,13.0,0,Miss
1,1,39.0,1,0,371,55.9,0,Mrs
3,1,30.46480527199897,1,0,478,14.4583,1,Mrs
3,0,32.0,0,0,479,7.925,0,Mr
2,1,25.0,1,1,480,30.0,0,Miss
1,1,39.0,1,1,272,110.8833,1,Mrs
2,0,54.0,0,0,339,26.0,0,Mr
1,0,36.0,0,0,481,40.125,1,Mr
3,0,28.834542532422255,0,0,482,8.7125,1,Mr
1,1,18.0,0,2,234,79.65,0,Miss
2,0,47.0,0,0,483,15.0,0,Mr
1,0,60.0,1,1,484,79.2,1,Mr
3,0,22.0,0,0,485,8.05,0,Mr
3,0,28.834542532422255,0,0,486,8.05,0,Mr
3,0,35.0,0,0,487,7.125,0,Mr
1,1,52.0,1,0,416,78.2667,1,Mrs
3,0,47.0,0,0,488,7.25,0,Mr
3,1,23.493128651101237,0,2,489,7.75,2,Miss
2,0,37.0,1,0,490,26.0,0,Mr
3,0,36.0,1,1,357,24.15,0,Mr
2,1,25.86163382084804,0,0,491,33.0,0,Miss
3,0,49.0,0,0,163,0.0,0,Mr
3,0,28.834542532422255,0,0,492,7.225,1,Mr
1,0,49.0,1,0,275,56.9292,1,Noble
2,1,24.0,2,1,195,27.0,0,Mrs
3,0,28.834542532422255,0,0,493,7.8958,0,Mr
1,0,35.38095310337485,0,0,494,42.4,0,Mr
3,0,44.0,0,0,495,8.05,0,Mr
1,0,35.0,0,0,496,26.55,1,Mr
3,0,36.0,1,0,497,15.55,0,Mr
3,0,30.0,0,0,498,7.8958,0,Mr
1,0,27.0,0,0,499,30.5,0,Mr
2,1,22.0,1,2,42,41.5792,1,Mrs
1,1,40.0,0,0,239,153.4625,0,Miss
3,1,39.0,1,5,13,31.275,0,Mrs
3,0,28.834542532422255,0,0,500,7.05,0,Mr
3,1,23.493128651101237,1,0,215,15.5,2,Miss
3,0,28.834542532422255,0,0,501,7.75,2,Mr
3,0,35.0,0,0,502,8.05,0,Mr
2,1,24.0,1,2,503,65.0,0,Miss
3,0,34.0,1,1,361,14.4,0,Mr
3,1,26.0,1,0,226,16.1,0,Mrs
2,1,4.0,2,1,165,39.0,0,Miss
2,0,26.0,0,0,504,10.5,0,Mr
3,0,27.0,1,0,505,14.4542,1,Mr
1,0,42.0,1,0,506,52.5542,0,Mr
3,0,20.0,1,1,328,15.7417,1,Mr
3,0,21.0,0,0,507,7.8542,0,Mr
3,0,21.0,0,0,508,16.1,0,Mr
1,0,61.0,0,0,509,32.3208,0,Mr
2,0,57.0,0,0,510,12.35,2,Mr
1,1,21.0,0,0,245,77.9583,0,Miss
3,0,26.0,0,0,511,7.8958,0,Mr
3,0,28.834542532422255,0,0,512,7.7333,2,Mr
1,0,80.0,0,0,513,30.0,0,Mr
3,0,51.0,0,0,514,7.0542,0,Mr
1,0,32.0,0,0,515,30.5,1,Noble
1,0,35.38095310337485,0,0,516,0.0,0,Mr
3,1,9.0,3,2,62,27.9,0,Miss
2,1,28.0,0,0,517,13.0,0,Miss
3,0,32.0,0,0,518,7.925,0,Mr
2,0,31.0,1,1,212,26.25,0,Mr
3,1,41.0,0,5,49,39.6875,0,Mrs
3,0,28.834542532422255,1,0,368,16.1,0,Mr
3,0,20.0,0,0,519,7.8542,0,Mr
1,1,24.0,0,0,319,69.3,1,Miss
3,1,2.0,3,2,62,27.9,0,Miss
3,0,28.834542532422255,0,0,72,56.4958,0,Mr
3,1,0.75,2,1,379,19.2583,1,Miss
1,0,48.0,1,0,51,76.7292,1,Mr
3,0,19.0,0,0,520,7.8958,0,Mr
1,0,56.0,0,0,521,35.5,1,Noble
3,0,28.834542532422255,0,0,522,7.55,0,Mr
3,1,23.0,0,0,523,7.55,0,Miss
3,0,28.834542532422255,0,0,524,7.8958,0,Mr
2,1,18.0,0,1,95,23.0,0,Miss
3,0,21.0,0,0,525,8.4333,0,Mr
3,1,23.493128651101237,0,0,526,7.8292,2,Miss
3,1,18.0,0,0,527,6.75,2,Miss
2,0,24.0,2,0,70,73.5,0,Mr
3,0,28.834542532422255,0,0,528,7.8958,0,Mr
3,1,32.0,1,1,170,15.5,2,Mrs
2,0,23.0,0,0,529,13.0,0,Mr
1,0,58.0,0,2,193,113.275,1,Mr
1,0,50.0,2,0,292,133.65,0,Noble
3,0,40.0,0,0,530,7.225,1,Mr
1,0,47.0,0,0,531,25.5875,0,Mr
3,0,36.0,0,0,532,7.4958,0,Mr
3,0,20.0,1,0,533,7.925,0,Mr
2,0,32.0,2,0,70,73.5,0,Mr
2,0,25.0,0,0,534,13.0,0,Mr
3,0,28.834542532422255,0,0,535,7.775,0,Mr
3,0,43.0,0,0,536,8.05,0,Mr
1,1,37.011215842951565,1,0,537,52.0,0,Mrs
2,1,40.0,1,1,538,39.0,0,Mrs
1,0,31.0,1,0,539,52.0,0,Mr
2,0,70.0,0,0,540,10.5,0,Mr
2,0,31.0,0,0,541,13.0,0,Mr
2,0,31.20304770216906,0,0,542,0.0,0,Mr
3,0,18.0,0,0,543,7.775,0,Mr
3,0,24.5,0,0,544,8.05,0,Mr
3,1,18.0,0,0,545,9.8417,0,Miss
3,1,43.0,1,6,58,46.9,0,Mrs
1,0,36.0,0,1,231,512.3292,1,Mr
3,1,23.493128651101237,0,0,546,8.1375,2,Miss
1,0,27.0,0,0,51,76.7292,1,Mr
3,0,20.0,0,0,547,9.225,0,Mr
3,0,14.0,5,2,58,46.9,0,Mr
2,0,60.0,1,1,538,39.0,0,Mr
2,0,25.0,1,2,42,41.5792,1,Mr
3,0,14.0,4,1,49,39.6875,0,Mr
3,0,19.0,0,0,548,10.1708,0,Mr
3,0,18.0,0,0,549,7.7958,0,Mr
1,1,15.0,0,1,550,211.3375,0,Miss
1,0,31.0,1,0,551,57.0,0,Mr
3,1,4.0,0,1,552,13.4167,1,Miss
3,0,28.834542532422255,0,0,72,56.4958,0,Mr
3,0,25.0,0,0,553,7.225,1,Mr
1,0,60.0,0,0,554,26.55,0,Noble
2,0,52.0,0,0,555,13.5,0,Mr
3,0,44.0,0,0,556,8.05,0,Mr
3,1,23.493128651101237,0,0,557,7.7333,2,Miss
1,0,49.0,1,1,272,110.8833,1,Mr
3,0,42.0,0,0,558,7.65,0,Mr
1,1,18.0,1,0,327,227.525,1,Mrs
1,0,35.0,0,0,559,26.2875,0,Mr
3,1,18.0,0,1,313,14.4542,1,Miss
3,0,25.0,0,0,560,7.7417,2,Mr
3,0,26.0,1,0,561,7.8542,0,Mr
2,0,39.0,0,0,364,26.0,0,Mr
2,1,45.0,0,0,562,13.5,0,Mrs
1,0,42.0,0,0,563,26.2875,0,Mr
1,1,22.0,0,0,266,151.55,0,Miss
3,0,4.574166666666667,1,1,64,15.2458,1,Master
1,1,24.0,0,0,564,49.5042,1,Miss
1,0,35.38095310337485,0,0,565,26.55,0,Mr
1,0,48.0,1,0,537,52.0,0,Mr
3,0,29.0,0,0,566,9.4833,0,Mr
2,0,52.0,0,0,567,13.0,0,Mr
3,0,19.0,0,0,568,7.65,0,Mr
1,1,38.0,0,0,327,227.525,1,Miss
2,1,27.0,0,0,569,10.5,0,Miss
3,0,28.834542532422255,0,0,570,15.5,2,Mr
3,0,33.0,0,0,571,7.775,0,Mr
2,1,6.0,0,1,491,33.0,0,Miss
3,0,17.0,1,0,572,7.0542,0,Mr
2,0,34.0,0,0,573,13.0,0,Mr
2,0,50.0,0,0,574,13.0,0,Mr
1,0,27.0,1,0,575,53.1,0,Mr
3,0,20.0,0,0,576,8.6625,0,Mr
2,1,30.0,3,0,402,21.0,0,Mrs
3,1,23.493128651101237,0,0,577,7.7375,2,Miss
2,0,25.0,1,0,578,26.0,0,Mr
3,1,25.0,1,0,579,7.925,0,Miss
1,1,29.0,0,0,550,211.3375,0,Miss
3,0,11.0,0,0,185,18.7875,1,Mr
2,0,31.20304770216906,0,0,580,0.0,0,Mr
2,0,23.0,0,0,581,13.0,0,Mr
2,0,23.0,0,0,582,13.0,0,Mr
3,0,28.5,0,0,508,16.1,0,Mr
3,1,48.0,1,3,84,34.375,0,Mrs
1,0,35.0,0,0,231,512.3292,1,Mr
3,0,28.834542532422255,0,0,583,7.8958,0,Mr
3,0,28.834542532422255,0,0,584,7.8958,0,Mr
1,0,35.38095310337485,0,0,585,30.0,0,Mr
1,0,36.0,1,0,259,78.85,0,Mr
1,1,21.0,2,2,277,262.375,1,Miss
3,0,24.0,1,0,586,16.1,0,Mr
3,0,31.0,0,0,587,7.925,0,Mr
1,0,70.0,1,1,451,71.0,0,Noble
3,0,16.0,1,1,248,20.25,0,Mr
2,1,30.0,0,0,588,13.0,0,Miss
1,0,19.0,1,0,589,53.1,0,Mr
3,0,31.0,0,0,590,7.75,2,Mr
2,1,4.0,1,1,591,23.0,0,Miss
3,0,6.0,0,1,592,12.475,0,Master
3,0,33.0,0,0,593,9.5,0,Mr
3,0,23.0,0,0,594,7.8958,0,Mr
2,1,48.0,1,2,503,65.0,0,Mrs
2,0,0.67,1,1,221,14.5,0,Master
3,0,28.0,0,0,595,7.7958,0,Mr
2,0,18.0,0,0,596,11.5,0,Mr
3,0,34.0,0,0,597,8.05,0,Mr
1,1,33.0,0,0,230,86.5,0,Noble
3,0,28.834542532422255,0,0,476,14.5,0,Mr
3,0,41.0,0,0,598,7.125,0,Mr
3,0,20.0,0,0,599,7.2292,1,Mr
1,1,36.0,1,2,334,120.0,0,Mrs
3,0,16.0,0,0,600,7.775,0,Mr
1,1,51.0,1,0,245,77.9583,0,Mrs
1,0,46.4375,0,0,601,39.6,1,Noble
3,1,30.5,0,0,602,7.75,2,Miss
3,0,28.834542532422255,1,0,106,24.15,2,Mr
3,0,32.0,0,0,603,8.3625,0,Mr
3,0,24.0,0,0,604,9.5,0,Mr
3,0,48.0,0,0,605,7.8542,0,Mr
2,1,57.0,0,0,606,10.5,0,Mrs
3,0,28.834542532422255,0,0,607,7.225,1,Mr
2,1,54.0,1,3,608,23.0,0,Mrs
3,0,18.0,0,0,609,7.75,0,Mr
3,0,28.834542532422255,0,0,610,7.75,2,Mr
3,1,5.0,0,0,77,12.475,0,Miss
3,0,28.834542532422255,0,0,611,7.7375,2,Mr
1,1,43.0,0,1,550,211.3375,0,Mrs
3,1,13.0,0,0,612,7.2292,1,Miss
1,1,17.0,1,0,551,57.0,0,Mrs
1,0,29.0,0,0,613,30.0,0,Mr
3,0,28.834542532422255,1,2,614,23.45,0,Mr
3,0,25.0,0,0,615,7.05,0,Mr
3,0,25.0,0,0,616,7.25,0,Mr
3,1,18.0,0,0,617,7.4958,0,Miss
3,0,8.0,4,1,16,29.125,2,Master
3,0,1.0,1,2,90,20.575,0,Master
1,0,46.0,0,0,129,79.2,1,Mr
3,0,28.834542532422255,0,0,618,7.75,2,Mr
2,0,16.0,0,0,20,26.0,0,Mr
3,1,23.493128651101237,8,2,148,69.55,0,Miss
1,0,35.38095310337485,0,0,619,30.6958,1,Mr
3,0,25.0,0,0,620,7.8958,0,Mr
2,0,39.0,0,0,621,13.0,0,Mr
1,1,49.0,0,0,622,25.9292,0,Noble
3,1,31.0,0,0,623,8.6833,0,Mrs
3,0,30.0,0,0,624,7.2292,1,Mr
3,1,30.0,1,1,357,24.15,0,Mrs
2,0,34.0,0,0,567,13.0,0,Mr
2,1,31.0,1,1,212,26.25,0,Mrs
1,0,11.0,1,2,334,120.0,0,Master
3,0,0.42,0,1,625,8.5167,1,Master
3,0,27.0,0,0,626,6.975,0,Mr
3,0,31.0,0,0,627,7.775,0,Mr
1,0,39.0,0,0,628,0.0,0,Mr
3,1,18.0,0,0,629,7.775,0,Miss
2,0,39.0,0,0,630,13.0,0,Mr
1,1,33.0,1,0,575,53.1,0,Mrs
3,0,26.0,0,0,631,7.8875,0,Mr
3,0,39.0,0,0,467,24.15,0,Mr
2,0,35.0,0,0,632,10.5,0,Mr
3,1,6.0,4,2,13,31.275,0,Miss
3,0,30.5,0,0,633,8.05,0,Mr
1,0,35.38095310337485,0,0,634,0.0,0,Mr
3,1,23.0,0,0,635,7.925,0,Miss
2,0,31.0,1,1,636,37.0042,1,Mr
3,0,43.0,0,0,637,6.45,0,Mr
3,0,10.0,3,2,62,27.9,0,Master
1,1,52.0,1,1,435,93.5,0,Mrs
3,0,27.0,0,0,638,8.6625,0,Mr
1,0,38.0,0,0,639,0.0,0,Noble
3,1,27.0,0,1,592,12.475,0,Mrs
3,0,2.0,4,1,49,39.6875,0,Master
3,0,28.834542532422255,0,0,640,6.95,2,Mr
3,0,28.834542532422255,0,0,72,56.4958,0,Mr
2,0,1.0,0,2,636,37.0042,1,Master
3,0,28.834542532422255,0,0,641,7.75,2,Mr
1,1,62.0,0,0,60,80.0,0,Mrs
3,1,15.0,1,0,505,14.4542,1,Mrs
2,0,0.83,1,1,348,18.75,0,Master
3,0,28.834542532422255,0,0,642,7.2292,1,Mr
3,0,23.0,0,0,643,7.8542,0,Mr
3,0,18.0,0,0,644,8.3,0,Mr
1,1,39.0,1,1,645,83.1583,1,Miss
3,0,21.0,0,0,646,8.6625,0,Mr
3,0,28.834542532422255,0,0,647,8.05,0,Mr
3,0,32.0,0,0,72,56.4958,0,Mr
1,0,35.38095310337485,0,0,648,29.7,1,Mr
3,0,20.0,0,0,649,7.925,0,Mr
2,0,16.0,0,0,606,10.5,0,Mr
1,1,30.0,0,0,241,31.0,1,Miss
3,0,34.5,0,0,650,6.4375,1,Mr
3,0,17.0,0,0,651,8.6625,0,Mr
3,0,42.0,0,0,652,7.55,0,Mr
3,0,28.834542532422255,8,2,148,69.55,0,Mr
3,0,35.0,0,0,653,7.8958,1,Mr
2,0,28.0,0,1,491,33.0,0,Mr
1,1,37.011215842951565,1,0,383,89.1042,1,Mrs
3,0,4.0,4,2,13,31.275,0,Master
3,0,74.0,0,0,654,7.775,0,Mr
3,1,9.0,1,1,130,15.2458,1,Miss
1,1,16.0,0,1,655,39.4,0,Miss
2,1,44.0,1,0,223,26.0,0,Mrs
3,1,18.0,0,1,656,9.35,0,Mrs
1,1,45.0,1,1,283,164.8667,0,Mrs
1,0,51.0,0,0,657,26.55,0,Mr
3,1,24.0,0,3,379,19.2583,1,Mrs
3,0,28.834542532422255,0,0,658,7.2292,1,Mr
3,0,41.0,2,0,659,14.1083,0,Mr
2,0,21.0,1,0,660,11.5,0,Mr
1,1,48.0,0,0,661,25.9292,0,Mrs
3,1,23.493128651101237,8,2,148,69.55,0,Miss
2,0,24.0,0,0,662,13.0,0,Mr
2,1,42.0,0,0,663,13.0,0,Mrs
2,1,27.0,1,0,664,13.8583,1,Miss
1,0,31.0,0,0,665,50.4958,0,Mr
3,0,28.834542532422255,0,0,666,9.5,0,Mr
3,0,4.0,1,1,8,11.1333,0,Master
3,0,26.0,0,0,667,7.8958,0,Mr
1,1,47.0,1,1,222,52.5542,0,Mrs
1,0,33.0,0,0,668,5.0,0,Mr
3,0,47.0,0,0,669,9.0,0,Mr
2,1,28.0,1,0,274,24.0,1,Mrs
3,1,15.0,0,0,670,7.225,1,Miss
3,0,20.0,0,0,128,9.8458,0,Mr
3,0,19.0,0,0,671,7.8958,0,Mr
3,0,28.834542532422255,0,0,672,7.8958,0,Mr
1,1,56.0,0,1,276,83.1583,1,Mrs
2,1,25.0,0,1,232,26.0,0,Mrs
3,0,33.0,0,0,673,7.8958,0,Mr
3,1,22.0,0,0,674,10.5167,0,Miss
2,0,28.0,0,0,675,10.5,0,Mr
3,0,25.0,0,0,676,7.05,0,Mr
3,1,39.0,0,5,16,29.125,2,Mrs
2,0,27.0,0,0,677,13.0,0,Mr
1,1,19.0,0,0,678,30.0,0,Miss
3,1,23.493128651101237,1,2,614,23.45,0,Miss
1,0,26.0,0,0,679,30.0,1,Mr
3,0,32.0,0,0,680,7.75,2,Mr
